dispute_sequence,utterance_id,ssot_logical_utterance_uid,old_order,new_order,old_timestamp,new_timestamp,text_changed,order_changed,reply_order_changed,needs_rereview
D19,504528445.142028.142028,wikiconv:504528445.142028.142028,3,3,2012-07-28 03:15:25,2012-07-28 03:15:25,False,False,False,False
D19,504528994.142509.142509,wikiconv:504528994.142509.142509,4,4,2012-07-28 03:21:32,2012-07-28 03:21:32,False,False,False,False
D19,504529794.142801.142801,wikiconv:504529794.142801.142801,5,5,2012-07-28 03:31:59,2012-07-28 03:31:59,False,False,False,False
D19,504530006.142801.142801,wikiconv:504530006.142801.142801,6,6,2012-07-28 03:34:33,2012-07-28 03:34:33,False,False,False,False
D19,504530719.143338.143338,wikiconv:504530719.143338.143338,7,7,2012-07-28 03:43:13,2012-07-28 03:43:13,False,False,False,False
D19,504532117.143634.143634,wikiconv:504532117.143634.143634,8,8,2012-07-28 03:58:21,2012-07-28 03:58:21,False,False,False,False
D19,504533384.144526.144526,wikiconv:504533384.144526.144526,9,9,2012-07-28 04:14:09,2012-07-28 04:14:09,False,False,False,False
D19,504534062.144742.144742,wikiconv:504534062.144742.144742,10,10,2012-07-28 04:22:37,2012-07-28 04:22:37,False,False,False,False
D19,504536626.145934.145934,wikiconv:504536626.145934.145934,12,11,2012-07-28 04:54:42,2012-07-28 04:54:42,False,True,False,True
D19,504537212.146107.146107,wikiconv:504537212.146107.146107,13,12,2012-07-28 05:01:22,2012-07-28 05:01:22,False,True,True,True
D19,504537756.146412.146412,wikiconv:504537756.146412.146412,14,13,2012-07-28 05:09:15,2012-07-28 05:09:15,False,True,True,True
D19,504538315.146612.146612,wikiconv:504538315.146612.146612,15,14,2012-07-28 05:16:47,2012-07-28 05:16:47,False,True,True,True
D19,504538651.147270.147270,wikiconv:504538651.147270.147270,16,15,2012-07-28 05:21:24,2012-07-28 05:21:24,False,True,True,True
D19,504539445.147542.147542,wikiconv:504539445.147542.147542,17,16,2012-07-28 05:31:49,2012-07-28 05:31:49,False,True,True,True
D19,504539737.147934.147934,wikiconv:504539737.147934.147934,18,17,2012-07-28 05:35:53,2012-07-28 05:35:53,False,True,True,True
D19,504540155.148071.148071,wikiconv:504540155.148071.148071,19,18,2012-07-28 05:41:56,2012-07-28 05:41:56,False,True,True,True
D19,504540562.148269.148269,wikiconv:504540562.148269.148269,20,19,2012-07-28 05:47:50,2012-07-28 05:47:50,False,True,True,True
D19,504541405.148269.148269,wikiconv:504541405.148269.148269,21,20,2012-07-28 05:58:18,2012-07-28 05:58:18,False,True,True,True
D19,504541405.149344.148742,wikiconv:504541405.149344.148742,22,21,2012-07-28 05:58:18,2012-07-28 05:58:18,False,True,True,True
D19,504544376.148871.148871,wikiconv:504544376.148871.148871,23,22,2012-07-28 06:34:50,2012-07-28 06:34:50,False,True,True,True
D19,504545498.149195.149195,wikiconv:504545498.149195.149195,24,23,2012-07-28 06:49:23,2012-07-28 06:49:23,False,True,True,True
D19,504547699.150259.150259,wikiconv:504547699.150259.150259,25,24,2012-07-28 07:22:32,2012-07-28 07:22:32,False,True,True,True
D19,504549990.150467.150467,wikiconv:504549990.150467.150467,26,25,2012-07-28 07:51:14,2012-07-28 07:51:14,False,True,True,True
D19,504607030.150649.150649,wikiconv:504607030.150649.150649,27,26,2012-07-28 16:52:59,2012-07-28 16:52:59,False,True,True,True
D19,504851158.151403.151403,wikiconv:504851158.151403.151403,28,27,2012-07-30 01:22:02,2012-07-30 01:22:02,False,True,True,True
D19,504860300.152133.152133,wikiconv:504860300.152133.152133,29,28,2012-07-30 02:44:32,2012-07-30 02:44:32,False,True,True,True
D19,504860680.152428.152421,wikiconv:504860680.152428.152421,31,29,2012-07-30 02:47:42,2012-07-30 02:47:42,False,True,True,True
D19,504865934.152582.152582,wikiconv:504865934.152582.152582,32,30,2012-07-30 03:35:21,2012-07-30 03:35:21,False,True,True,True
D19,504998860.152848.152848,wikiconv:504998860.152848.152848,33,31,2012-07-30 22:46:00,2012-07-30 22:46:00,False,True,True,True
D19,504534524.144883.144883,wikiconv:504534524.144883.144883,11,32,2012-07-28 04:28:39,2012-07-28 04:28:39,False,True,False,True
D19,504860680.151760.151760,wikiconv:504860680.151760.151760,30,33,2012-07-30 02:47:42,2012-07-30 02:47:42,False,True,True,True
D20,106685465.130622.130622,,1,1,2007-02-08 22:22:19,2007-02-08 22:22:19,False,False,False,False
D20,106685465.130658.130622,wikiconv:106685465.130658.130622,2,2,2007-02-08 22:22:19,2007-02-08 22:22:19,False,False,True,True
D20,106686399.131576.131576,wikiconv:106686399.131576.131576,3,3,2007-02-08 22:26:07,2007-02-08 22:26:07,False,False,False,False
D20,106689031.131779.131779,wikiconv:106689031.131779.131779,4,4,2007-02-08 22:36:53,2007-02-08 22:36:53,False,False,False,False
D20,106693573.132673.132673,wikiconv:106693573.132673.132673,5,5,2007-02-08 22:57:27,2007-02-08 22:57:27,False,False,False,False
D20,106694894.132822.132822,wikiconv:106694894.132822.132822,6,6,2007-02-08 23:02:53,2007-02-08 23:02:53,False,False,False,False
D20,106696464.133134.133134,wikiconv:106696464.133134.133134,7,7,2007-02-08 23:09:26,2007-02-08 23:09:26,False,False,False,False
D20,106698655.133954.133954,wikiconv:106698655.133954.133954,8,8,2007-02-08 23:18:33,2007-02-08 23:18:33,False,False,False,False
D20,106699314.134469.134469,wikiconv:106699314.134469.134469,9,9,2007-02-08 23:21:25,2007-02-08 23:21:25,False,False,True,True
D20,106700738.133954.133954,wikiconv:106700738.133954.133954,10,10,2007-02-08 23:27:34,2007-02-08 23:27:34,False,False,False,False
D20,106711648.135334.135334,wikiconv:106711648.135334.135334,11,11,2007-02-09 00:16:03,2007-02-09 00:16:03,False,False,False,False
D20,106716154.135806.135806,wikiconv:106716154.135806.135806,12,12,2007-02-09 00:36:45,2007-02-09 00:36:45,False,False,False,False
D20,106717183.136041.136041,wikiconv:106717183.136041.136041,13,13,2007-02-09 00:41:30,2007-02-09 00:41:30,False,False,False,False
D20,106722882.136394.136394,wikiconv:106722882.136394.136394,14,14,2007-02-09 01:05:25,2007-02-09T01:05:25+00:00,False,False,False,False
D20,106727977.135121.135121,wikiconv:106727977.135121.135121,15,15,2007-02-09 01:27:52,2007-02-09 01:27:52,False,False,False,False
D21,511894616.86007.86007,,1,1,2012-09-11 19:56:13,2012-09-11 19:56:13,False,False,False,False
D21,511894616.86053.86007,wikiconv:511894616.86053.86007,2,2,2012-09-11 19:56:13,2012-09-11 19:56:13,False,False,True,True
D21,512207755.86738.86738,wikiconv:512207755.86738.86738,3,3,2012-09-13 17:43:05,2012-09-13 17:43:05,False,False,False,False
D21,512227168.86989.86989,wikiconv:512227168.86989.86989,4,4,2012-09-13 19:46:43,2012-09-13 19:46:43,False,False,False,False
D21,512355417.88239.88239,wikiconv:512355417.88239.88239,6,5,2012-09-14 09:42:55,2012-09-14 09:42:55,False,True,True,True
D21,512932280.89377.89377,wikiconv:512932280.89377.89377,7,6,2012-09-16 17:56:40,2012-09-16 17:56:40,False,True,True,True
D21,513129274.89975.89975,wikiconv:513129274.89975.89975,8,7,2012-09-17 11:47:22,2012-09-17 11:47:22,False,True,True,True
D21,513415916.90136.90136,wikiconv:513415916.90136.90136,9,8,2012-09-18 19:57:34,2012-09-18 19:57:34,False,True,True,True
D21,512309323.87890.87890,wikiconv:512309323.87890.87890,5,9,2012-09-14 04:13:40,2012-09-14 04:13:40,False,True,False,True
D22,132964391.21308.21308,,1,1,2007-05-23 17:46:12,2007-05-23 17:46:12,False,False,False,False
D22,132964391.21337.21308,wikiconv:132964391.21337.21308,2,2,2007-05-23 17:46:12,2007-05-23 17:46:12,False,False,True,True
D22,133125631.22946.22946,wikiconv:133125631.22946.22946,3,3,2007-05-24 08:45:40,2007-05-24T07:45:40+00:00,False,False,True,True
D22,133185881.26454.26454,wikiconv:133185881.26454.26454,5,4,2007-05-24 16:11:03,2007-05-24T15:11:03+00:00,False,True,True,True
D22,133180194.24327.24327,wikiconv:133180194.24327.24327,4,5,2007-05-24 15:41:34,2007-05-24 15:41:34,False,True,True,True
D22,133194649.27722.27722,wikiconv:133194649.27722.27722,6,6,2007-05-24 16:58:12,2007-05-24 16:58:12,False,False,True,True
D22,133201175.28648.28648,wikiconv:133201175.28648.28648,7,7,2007-05-24 17:30:18,2007-05-24 17:30:18,False,False,True,True
D22,133430871.30166.30166,wikiconv:133430871.30166.30166,8,8,2007-05-25 16:13:23,2007-05-25T15:13:23+00:00,False,False,True,True
D22,133477699.33244.33244,wikiconv:133477699.33244.33244,9,9,2007-05-25 18:51:09,2007-05-25T17:51:09+00:00,False,False,False,False
D22,133466263.30922.30922,wikiconv:133466263.30922.30922,10,10,2007-05-25 19:21:21,2007-05-25 19:21:21,False,False,False,False
D22,133467582.32404.32404,wikiconv:133467582.32404.32404,11,11,2007-05-25 19:27:08,2007-05-25 19:27:08,False,False,False,False
D22,133475192.32790.32790,wikiconv:133475192.32790.32790,12,12,2007-05-25 20:01:02,2007-05-25 20:01:02,False,False,False,False
D22,133801892.36236.36236,wikiconv:133801892.36236.36236,13,13,2007-05-27 07:20:29,2007-05-27 07:20:29,False,False,True,True
D22,133975276.36783.36783,wikiconv:133975276.36783.36783,14,14,2007-05-27 09:50:59,2007-05-27T08:50:59+00:00,False,False,False,False
D22,134064262.40267.40267,wikiconv:134064262.40267.40267,15,15,2007-05-28 13:35:59,2007-05-28 13:35:59,False,False,False,False
D22,134085086.42111.42111,wikiconv:134085086.42111.42111,16,16,2007-05-28 15:47:24,2007-05-28 15:47:24,False,False,False,False
D22,134088279.45902.45902,wikiconv:134088279.45902.45902,17,17,2007-05-28 16:05:37,2007-05-28 16:05:37,False,False,False,False
D22,136475192.46574.46574,wikiconv:134827485.46574.46574,18,18,2007-05-31 16:21:34,2007-05-31T15:21:34+00:00,True,False,True,True
D22,159498509.49229.49229,wikiconv:135773664.49226.49226,19,19,2007-06-04 14:18:47,2007-06-04T13:18:47+00:00,False,False,True,True
D22,136004285.49569.49569,wikiconv:136004285.49569.49569,20,20,2007-06-05 08:01:18,2007-06-05T07:01:18+00:00,False,False,True,True
D22,136004285.50097.50099,wikiconv:136004285.50097.50099,21,21,2007-06-05 08:34:39,2007-06-05 08:34:39,False,False,True,True
D22,159498509.51271.51269,wikiconv:159498509.51271.51269,22,22,2007-06-05 12:40:43,2007-06-05T11:40:43+00:00,False,False,False,False
D22,136475192.52006.52003,wikiconv:136475192.52006.52003,23,23,2007-06-07 00:22:10,2007-06-07 00:22:10,False,False,False,False
D22,137626705.52547.52547,wikiconv:137626705.52547.52547,24,24,2007-06-12 07:34:45,2007-06-12 07:34:45,False,False,False,False
D22,137628168.52911.52911,wikiconv:137628168.52911.52911,25,25,2007-06-12 07:50:09,2007-06-12 07:50:09,False,False,False,False
D22,139775172.53817.53817,wikiconv:139775172.53817.53817,26,26,2007-06-21 23:54:46,2007-06-21 23:54:46,False,False,False,False
D22,151460730.54141.54141,wikiconv:151460730.54141.54141,27,27,2007-08-15 21:31:41,2007-08-15 21:31:41,False,False,False,False
D23,555152996.57605.57605,,1,1,2013-05-15 03:25:24,2013-05-15 03:25:24,False,False,False,False
D23,555152996.57683.57605,wikiconv:555152996.57683.57605,2,2,2013-05-15 03:25:24,2013-05-15 03:25:24,False,False,True,True
D23,555156248.60008.60008,wikiconv:555156248.60008.60008,3,3,2013-05-15 03:50:56,2013-05-15 03:50:56,False,False,False,False
D23,555158778.60244.60244,wikiconv:555158778.60244.60244,4,4,2013-05-15 04:10:47,2013-05-15 04:10:47,False,False,False,False
D23,555165393.60479.60479,wikiconv:555165393.60479.60479,5,5,2013-05-15 05:22:24,2013-05-15 05:22:24,False,False,False,False
D23,555167714.60772.60772,wikiconv:555167714.60772.60772,6,6,2013-05-15 05:47:49,2013-05-15 05:47:49,False,False,False,False
D23,555198487.61082.61082,wikiconv:555198487.61082.61082,7,7,2013-05-15 12:10:48,2013-05-15 12:10:48,False,False,False,False
D23,555198691.61297.61297,wikiconv:555198691.61297.61297,8,8,2013-05-15 12:13:23,2013-05-15 12:13:23,False,False,False,False
D23,555202704.61547.61547,wikiconv:555202704.61547.61547,9,9,2013-05-15 13:02:29,2013-05-15 13:02:29,False,False,False,False
D23,555205077.61815.61815,wikiconv:555205077.61815.61815,10,10,2013-05-15 13:29:29,2013-05-15 13:29:29,False,False,False,False
D23,555208245.62104.62104,wikiconv:555208245.62104.62104,11,11,2013-05-15 13:58:37,2013-05-15 13:58:37,False,False,False,False
D23,555213892.63351.63351,wikiconv:555213892.63351.63351,13,12,2013-05-15 14:51:40,2013-05-15 14:51:40,False,True,True,True
D23,555216244.63670.63670,wikiconv:555216244.63670.63670,14,13,2013-05-15 15:10:27,2013-05-15 15:10:27,False,True,True,True
D23,555218035.64640.64640,wikiconv:555218035.64640.64640,15,14,2013-05-15 15:25:04,2013-05-15 15:25:04,False,True,True,True
D23,555233720.65399.65399,wikiconv:555233720.65399.65399,16,15,2013-05-15 17:26:28,2013-05-15 17:26:28,False,True,True,True
D23,555239430.65613.65613,wikiconv:555239430.65613.65613,17,16,2013-05-15 18:11:33,2013-05-15 18:11:33,False,True,True,True
D23,555264693.65825.65825,wikiconv:555264693.65825.65825,18,17,2013-05-15 21:20:54,2013-05-15 21:20:54,False,True,True,True
D23,555291619.67033.67033,wikiconv:555291619.67033.67033,20,18,2013-05-16 01:06:32,2013-05-16 01:06:32,False,True,True,True
D23,555387307.67476.67476,wikiconv:555387307.67476.67476,21,19,2013-05-16 17:40:31,2013-05-16 17:40:31,False,True,True,True
D23,555213044.62902.62902,wikiconv:555213044.62902.62902,12,20,2013-05-15 14:44:51,2013-05-15 14:44:51,False,True,False,True
D23,555272980.66014.66014,wikiconv:555272980.66014.66014,19,21,2013-05-15 22:23:35,2013-05-15 22:23:35,False,True,True,True
D24,395254444.21.21,,1,1,2010-11-06 23:24:45,2010-11-06 23:24:45,False,False,False,False
D24,395254444.43.21,wikiconv:395254444.43.21,2,2,2010-11-06 23:24:45,2010-11-06 23:24:45,False,False,True,True
D24,395351140.1404.1404,wikiconv:395351140.1404.1404,3,3,2010-11-07 14:09:09,2010-11-07T14:09:09+00:00,False,False,False,False
D24,395352400.4402.4402,wikiconv:395352400.4402.4402,4,4,2010-11-07 14:26:06,2010-11-07 14:26:06,False,False,False,False
D24,395361797.5516.5516,wikiconv:395361797.5516.5516,5,5,2010-11-07 15:30:09,2010-11-07 15:30:09,False,False,False,False
D25,533214754.15727.15727,,1,1,2013-01-15 15:46:45,2013-01-15 15:46:45,False,False,False,False
D25,533214754.15751.15727,wikiconv:533214754.15751.15727,2,2,2013-01-15 15:46:45,2013-01-15 15:46:45,False,False,True,True
D25,533215387.17377.17377,wikiconv:533215387.17377.17377,3,3,2013-01-15 15:51:48,2013-01-15 15:51:48,False,False,False,False
D25,533218612.17870.17870,wikiconv:533218612.17870.17870,4,4,2013-01-15 16:19:31,2013-01-15 16:19:31,False,False,False,False
D25,533279408.18768.18768,wikiconv:533279408.18768.18768,5,5,2013-01-15 23:34:10,2013-01-15 23:34:10,False,False,False,False
D25,533288224.19497.19497,wikiconv:533288224.19497.19497,6,6,2013-01-16 00:45:05,2013-01-16 00:45:05,False,False,False,False
D25,533288847.20976.20976,wikiconv:533288847.20976.20976,7,7,2013-01-16 00:50:00,2013-01-16 00:50:00,False,False,False,False
D25,533289166.21362.21362,wikiconv:533289166.21362.21362,8,8,2013-01-16 00:52:24,2013-01-16 00:52:24,False,False,False,False
D25,533293842.21567.21567,wikiconv:533293842.21567.21567,9,9,2013-01-16 01:26:20,2013-01-16 01:26:20,False,False,False,False
D25,533298314.22555.22555,wikiconv:533298314.22555.22555,10,10,2013-01-16 01:57:08,2013-01-16 01:57:08,False,False,False,False
D25,533316789.23058.23058,wikiconv:533316789.23058.23058,11,11,2013-01-16 04:34:57,2013-01-16 04:34:57,False,False,False,False
D25,533334940.23485.23485,wikiconv:533334940.23485.23485,12,12,2013-01-16 07:49:14,2013-01-16 07:49:14,False,False,False,False
D25,533363307.23789.23789,wikiconv:533363307.23789.23789,13,13,2013-01-16 13:31:19,2013-01-16 13:31:19,False,False,False,False
D25,533364710.24316.24316,wikiconv:533364710.24316.24316,14,14,2013-01-16 13:43:31,2013-01-16 13:43:31,False,False,False,False
D25,533372558.24444.24444,wikiconv:533372558.24444.24444,15,15,2013-01-16 14:54:13,2013-01-16 14:54:13,False,False,False,False
D26,19981747.46647.46647,wikiconv:19981747.46647.46647,1,1,2005-07-31 14:42:21,2005-07-31 14:42:21,False,False,False,False
D26,19982570.47938.47938,wikiconv:19982570.47938.47938,3,2,2005-07-31 15:04:04,2005-07-31T14:04:04+00:00,False,True,False,True
D26,19981747.46717.46647,wikiconv:19981747.46717.46647,2,3,2005-07-31 14:42:21,2005-07-31 14:42:21,False,True,False,True
D26,19983229.47399.47399,wikiconv:19983229.47399.47399,4,4,2005-07-31 15:21:19,2005-07-31 15:21:19,False,False,True,True
D26,19983676.48947.48947,wikiconv:19983676.48947.48947,5,5,2005-07-31 15:32:25,2005-07-31 15:32:25,False,False,True,True
D26,19984399.46961.46961,wikiconv:19984399.46961.46961,6,6,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,True,True
D26,19984399.47271.47168,wikiconv:19984399.47271.47168,7,7,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,True,True
D26,19984399.48214.47641,wikiconv:19984399.48214.47641,8,8,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,False,False
D26,19984399.48358.47746,wikiconv:19984399.48358.47746,9,9,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,True,True
D26,19984399.48954.48180,wikiconv:19984399.48954.48180,10,10,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,False,False
D26,19984399.50055.49195,wikiconv:19984399.50055.49195,11,11,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,False,False
D26,19984399.50699.49526,wikiconv:19984399.50699.49526,12,12,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,True,True
D26,19984399.51108.49804,wikiconv:19984399.51108.49804,13,13,2005-07-31 15:48:24,2005-07-31 15:48:24,False,False,True,True
D27,668643708.87456.87456,,1,1,2015-06-25 18:36:41,2015-06-25 18:36:41,False,False,False,False
D27,668643708.87486.87456,wikiconv:668643708.87486.87456,2,2,2015-06-25 18:36:41,2015-06-25 18:36:41,False,False,True,True
D27,668656320.87877.87877,wikiconv:668656320.87877.87877,3,3,2015-06-25 20:00:43,2015-06-25 20:00:43,False,False,False,False
D27,668684727.92572.92572,wikiconv:668684727.92572.92572,6,4,2015-06-25 23:57:53,2015-06-25 23:57:53,False,True,True,True
D27,668688954.93712.93712,wikiconv:668688954.93712.93712,7,5,2015-06-26 00:45:01,2015-06-26 00:45:01,False,True,True,True
D27,668704136.93954.93954,wikiconv:668704136.93954.93954,8,6,2015-06-26 03:26:28,2015-06-26 03:26:28,False,True,True,True
D27,668714494.95685.95685,wikiconv:668714494.95685.95685,9,7,2015-06-26 05:24:35,2015-06-26 05:24:35,False,True,True,True
D27,668917598.95887.95887,wikiconv:668917598.95887.95887,10,8,2015-06-27 16:55:11,2015-06-27 16:55:11,False,True,True,True
D27,670110362.97609.97609,wikiconv:670110362.97609.97609,14,9,2015-07-05 23:32:54,2015-07-05 23:32:54,False,True,True,True
D27,670192293.98627.98627,wikiconv:670192293.98627.98627,16,10,2015-07-06 13:39:45,2015-07-06 13:39:45,False,True,True,True
D27,728833517.35378.35378,wikiconv:728833517.35378.35378,17,11,2016-07-08 00:30:44,2016-07-08 00:30:44,False,True,True,True
D27,729237203.35588.35588,wikiconv:729237203.35588.35588,18,12,2016-07-10 22:30:14,2016-07-10T21:30:14+00:00,False,True,True,True
D27,729448673.36231.36231,wikiconv:729448673.36231.36231,19,13,2016-07-12 09:07:05,2016-07-12 09:07:05,False,True,True,True
D27,729499578.36352.36352,wikiconv:729499578.36352.36352,20,14,2016-07-12 17:28:20,2016-07-12 17:28:20,False,True,True,True
D27,733433234.36517.36517,wikiconv:733433234.36517.36517,21,15,2016-08-07 20:51:56,2016-08-07 20:51:56,False,True,True,True
D27,668665208.89723.89723,wikiconv:668665208.89723.89723,4,16,2015-06-25 21:11:47,2015-06-25 21:11:47,False,True,True,True
D27,668684445.91032.91032,wikiconv:668684445.91032.91032,5,17,2015-06-25 23:54:28,2015-06-25 23:54:28,False,True,True,True
D27,669826076.96366.96366,wikiconv:669826076.96366.96366,11,18,2015-07-03 21:32:15,2015-07-03 21:32:15,False,True,True,True
D27,669833607.96592.96592,wikiconv:669833607.96592.96592,12,19,2015-07-03 22:32:34,2015-07-03 22:32:34,False,True,True,True
D27,670052010.97233.97233,wikiconv:670052010.97233.97233,13,20,2015-07-05 14:51:47,2015-07-05 14:51:47,False,True,True,True
D27,670126267.98268.98268,wikiconv:670126267.98268.98268,15,21,2015-07-06 02:03:15,2015-07-06 02:03:15,False,True,True,True
D27,758545181.37295.37295,wikiconv:758545181.37295.37295,22,22,2017-01-06 02:30:22,2017-01-06 02:30:22,False,False,True,True
D28,199489023.17543.17543,wikiconv:199489023.17543.17543,1,1,2008-03-20 01:13:45,2008-03-20 01:13:45,False,False,False,False
D28,199489023.17571.17543,wikiconv:199489023.17571.17543,2,2,2008-03-20 01:13:45,2008-03-20 01:13:45,False,False,False,False
D28,199520687.18556.18556,wikiconv:199520687.18556.18556,3,3,2008-03-20 04:09:25,2008-03-20 04:09:25,False,False,False,False
D28,216998519.19927.19927,wikiconv:216998519.19927.19927,4,4,2008-06-04 05:18:52,2008-06-04 05:18:52,False,False,False,False
D28,217739579.21017.21017,wikiconv:217739579.21017.21017,5,5,2008-06-04 10:27:00,2008-06-04T09:27:00+00:00,False,False,False,False
D28,217476955.25337.25337,wikiconv:217476955.25337.25337,6,6,2008-06-06 06:28:07,2008-06-06T05:28:07+00:00,False,False,False,False
D28,217739579.24102.24078,wikiconv:217739579.24102.24078,7,7,2008-06-07 13:58:00,2008-06-07 13:58:00,False,False,False,False
D29,508791656.5621.5621,,1,1,2012-08-23 16:27:27,2012-08-23 16:27:27,False,False,False,False
D29,508811418.5905.5905,wikiconv:508811418.5905.5905,2,2,2012-08-23 18:53:46,2012-08-23 18:53:46,False,False,True,True
D29,508833872.6196.6196,wikiconv:508833872.6196.6196,4,3,2012-08-23 21:40:22,2012-08-23 21:40:22,False,True,False,True
D29,512213328.8545.8545,wikiconv:512213328.8545.8545,8,4,2012-09-13 18:16:21,2012-09-13 18:16:21,False,True,True,True
D29,508815612.5639.5639,wikiconv:508815612.5639.5639,3,5,2012-08-23 19:24:24,2012-08-23 19:24:24,False,True,True,True
D29,508842262.6546.6546,wikiconv:508842262.6546.6546,5,6,2012-08-23 22:44:42,2012-08-23 22:44:42,False,True,True,True
D29,509405036.7140.7140,wikiconv:509405036.7140.7140,6,7,2012-08-27 11:33:28,2012-08-27 11:33:28,False,True,True,True
D29,509405098.7635.7635,wikiconv:509405098.7635.7635,7,8,2012-08-27 11:34:00,2012-08-27 11:34:00,False,True,True,True
D30,181363075.1084.1085,,1,1,2008-01-01 10:16:22,2008-01-01 10:16:22,False,False,False,False
D30,181366674.1476.1476,wikiconv:181366674.1476.1476,2,2,2008-01-01 11:04:12,2008-01-01 11:04:12,False,False,True,True
D30,181377923.2451.2451,wikiconv:181377923.2451.2451,3,3,2008-01-01 13:16:36,2008-01-01 13:16:36,False,False,False,False
D30,181458312.3149.3149,wikiconv:181458312.3149.3149,4,4,2008-01-01 22:18:32,2008-01-01 22:18:32,False,False,False,False
D30,181476477.5041.5041,wikiconv:181476477.5041.5041,5,5,2008-01-01 23:52:20,2008-01-01 23:52:20,False,False,False,False
D30,181484188.6788.6788,wikiconv:181484188.6788.6788,6,6,2008-01-02 00:26:37,2008-01-02T00:26:37+00:00,False,False,False,False
D31,456469839.18458.18458,wikiconv:456469839.18458.18458,1,1,2011-10-20 06:16:19,2011-10-20 06:16:19,False,False,False,False
D31,456469839.18485.18458,wikiconv:456469839.18485.18458,2,2,2011-10-20 06:16:19,2011-10-20 06:16:19,False,False,False,False
D31,456481516.21427.21427,wikiconv:456481516.21427.21427,3,3,2011-10-20 08:16:40,2011-10-20T07:16:40+00:00,False,False,False,False
D31,456480188.21216.21216,wikiconv:456480188.21216.21216,4,4,2011-10-20 08:27:56,2011-10-20 08:27:56,False,False,False,False
D31,456485303.21963.21963,wikiconv:456485303.21963.21963,5,5,2011-10-20 09:37:44,2011-10-20 09:37:44,False,False,False,False
D31,456490922.25438.25438,wikiconv:456490922.25438.25438,6,6,2011-10-20 10:50:56,2011-10-20 10:50:56,False,False,False,False
D31,456640674.26074.26074,wikiconv:456640674.26074.26074,7,7,2011-10-21 07:45:58,2011-10-21 07:45:58,False,False,False,False
D31,456744595.29044.29044,wikiconv:456744595.29044.29044,8,8,2011-10-21 12:07:49,2011-10-21T11:07:49+00:00,False,False,False,False
D31,456796056.30641.30641,wikiconv:456796056.30641.30641,9,9,2011-10-22 08:49:20,2011-10-22 08:49:20,False,False,False,False
D32,308287895.17875.17875,,1,1,2009-08-16 13:26:28,2009-08-16 13:26:28,False,False,False,False
D32,308287895.17885.17875,wikiconv:308287895.17885.17875,2,2,2009-08-16 13:26:28,2009-08-16 13:26:28,False,False,True,True
D32,308294202.18131.18131,wikiconv:308294202.18131.18131,3,3,2009-08-16 14:26:50,2009-08-16 14:26:50,False,False,False,False
D32,308310297.18194.18194,wikiconv:308310297.18194.18194,4,4,2009-08-16 16:49:20,2009-08-16T15:49:20+00:00,False,False,True,True
D32,308313175.18408.18408,wikiconv:308313175.18408.18408,5,5,2009-08-16 17:12:00,2009-08-16 17:12:00,False,False,False,False
D32,308313793.18828.18828,wikiconv:308313793.18828.18828,6,6,2009-08-16 17:16:26,2009-08-16 17:16:26,False,False,False,False
D32,308314148.19122.19122,wikiconv:308314148.19122.19122,7,7,2009-08-16 17:19:05,2009-08-16 17:19:05,False,False,True,True
D32,308497600.20787.20787,wikiconv:308497600.20787.20787,9,8,2009-08-17 15:45:52,2009-08-17T14:45:52+00:00,False,True,True,True
D32,308484801.19252.19252,wikiconv:308484801.19252.19252,8,9,2009-08-17 15:33:40,2009-08-17 15:33:40,False,True,False,True
D32,308637055.21261.21261,wikiconv:308637055.21261.21261,10,10,2009-08-18 08:04:47,2009-08-18 08:04:47,False,False,True,True
D32,308695107.21677.21677,wikiconv:308695107.21677.21677,11,11,2009-08-18 16:02:42,2009-08-18 16:02:42,False,False,False,False
D33,533196476.27258.27258,,1,1,2013-01-15 13:04:39,2013-01-15 13:04:39,False,False,False,False
D33,533196476.27285.27258,wikiconv:533196476.27285.27258,2,2,2013-01-15 13:04:39,2013-01-15 13:04:39,False,False,True,True
D33,533247574.27712.27712,wikiconv:533247574.27712.27712,3,3,2013-01-15 19:51:20,2013-01-15 19:51:20,False,False,False,False
D33,533248048.28237.28237,wikiconv:533248048.28237.28237,4,4,2013-01-15 19:54:48,2013-01-15 19:54:48,False,False,False,False
D33,533254703.29439.29439,wikiconv:533254703.29439.29439,6,5,2013-01-15 20:41:22,2013-01-15 20:41:22,False,True,True,True
D33,533257102.30119.30119,wikiconv:533257102.30119.30119,7,6,2013-01-15 20:58:05,2013-01-15 20:58:05,False,True,True,True
D33,533259732.30710.30710,wikiconv:533259732.30710.30710,8,7,2013-01-15 21:15:56,2013-01-15 21:15:56,False,True,True,True
D33,533261186.31465.31465,wikiconv:533261186.31465.31465,10,8,2013-01-15 21:25:28,2013-01-15 21:25:28,False,True,True,True
D33,533261551.31800.31800,wikiconv:533261551.31800.31800,11,9,2013-01-15 21:27:54,2013-01-15 21:27:54,False,True,True,True
D33,533254303.28477.28477,wikiconv:533254303.28477.28477,5,10,2013-01-15 20:38:30,2013-01-15 20:38:30,False,True,True,True
